,Epochs,bat_per_epo,max_bat_per_epo,d_loss,g_loss
0,10,468,468,0.6907254457473755,0.7087591290473938
1,20,468,468,0.6963369846343994,0.6788381934165955
2,30,468,468,0.6981445550918579,0.7053266167640686
3,40,468,468,0.6920344233512878,0.6826104521751404
4,50,468,468,0.6839001178741455,0.7378486394882202
