,accuracy_real,accuracy_fake
0,0.7599999904632568,0.36000001430511475
1,0.949999988079071,0.1899999976158142
2,0.9700000286102295,0.2199999988079071
3,0.4000000059604645,0.9399999976158142
4,0.9900000095367432,0.07000000029802322
