,accuracy_real,accuracy_fake
0,0.1899999976158142,0.9800000190734863
1,0.9900000095367432,0.09000000357627869
2,0.30000001192092896,0.8899999856948853
3,0.05999999865889549,1.0
4,0.25,0.9100000262260437
